Symbol,Date,Open,High,Low,Close,Volume,AUY SMA_x,AUY spanTwelveEMA_x,AUY spanTwntySixEMA_x,AUY_x,AUY_y,AUY SMA_y,AUY spanTwelveEMA_y,AUY spanTwntySixEMA_y,AUY_x.1,AUY_y.1,AUY SMA_x.1,AUY spanTwelveEMA_x.1,AUY spanTwntySixEMA_x.1,AUY_x.1.1,AUY_y.1.1,AUY SMA_y.1,AUY spanTwelveEMA_y.1,AUY spanTwntySixEMA_y.1,AUY_x,AUY_y
AUY,2021-02-03,4.86,4.91,4.81,4.905,1091139,,,,,,,,,,,,,,,,4.905,4.925685990056492,4.982693650924079,-0.0570076608675869,
AUY,2021-02-02,4.84,4.85,4.71,4.81,3169968,,,,,,,,,,,,,,,,4.81,4.929447079157671,4.988909142998005,-0.0594620638403338,
AUY,2021-02-01,4.95,4.96,4.82,4.84,4545061,,,,,,,,,,,,,,,,4.84,4.951164729913611,5.003221874437846,-0.0520571445242348,
AUY,2021-01-29,4.93,4.97,4.83,4.9214,2553027,,,,,,,,,,,,,,,,4.9214,4.971376498988813,5.016279624392872,-0.0449031254040592,
AUY,2021-01-28,4.75,4.82,4.7,4.765,3243277,,,,,,,,,,,,,,,,4.765,4.980463135168597,5.023869994344302,-0.0434068591757057,
AUY,2021-01-27,4.87,4.87,4.545,4.585,4174240,,,,,,,,,,,,,,,,4.585,5.019638250653796,5.044579593891846,-0.0249413432380496,
AUY,2021-01-26,5.11,5.11,4.94,5.055,4258284,,,,,,,,,,,,,,,,5.055,5.098663387136304,5.081345961403193,0.0173174257331103,
AUY,2021-01-25,5.21,5.27,5.16,5.16,1548023,,,,,,,,,,,,,,,,5.16,5.106602184797451,5.083453638315449,0.0231485464820018,
AUY,2021-01-22,5.11,5.16,5.0415,5.12,1951449,,,,,,,,,,,,,,,,5.12,5.09689349112426,5.077329929380684,0.0195635617435758,
AUY,2021-01-21,5.29,5.31,5.1621,5.19,1593641,,,,,,,,,,,,,,,,5.19,5.092692307692307,5.073916323731138,0.0187759839611683,
AUY,2021-01-20,5.21,5.275,5.18,5.185,2394484,,,,,,,,,,,,,,,,5.185,5.074999999999999,5.064629629629629,0.0103703703703699,
AUY,2021-01-19,5.15,5.15,5.03,5.055,1929006,,,,,,,,,,,,,,,,5.055,5.055,5.055,0.0,
